0	100	S
0.000449978	99	S
0.000557708	98	S
0.000669804	97	S
0.00070722	96	S
0.0007588	95	S
0.000812309	94	S
0.000851035	93	S
0.000945724	92	S
0.001001	91	S
0.00113545	90	S
0.00124371	89	S
0.00141565	88	S
0.00155606	87	S
0.00156574	86	S
0.00157454	85	S
0.00183954	84	S
0.00184444	83	S
0.00191379	82	S
0.00223735	81	S
0.00237049	80	S
0.00243684	79	S
0.00285129	78	S
0.00332427	77	S
0.00353681	76	S
0.00354006	75	S
0.00354195	74	S
0.00378026	73	S
0.00386667	72	S
0.00390015	71	S
0.00391704	70	S
0.00422138	69	S
0.00435407	68	S
0.00435564	67	S
0.00497704	66	S
0.00507963	65	S
0.00525764	64	S
0.00529879	63	S
0.00554936	62	S
0.00556143	61	S
0.00604963	60	S
0.00613153	59	S
0.00633575	58	S
0.00683405	57	S
0.00685008	56	S
0.00686539	55	S
0.00703061	54	S
0.00770817	53	S
0.00772339	52	S
0.00825608	51	S
0.00833704	50	S
0.00909269	49	S
0.00940079	48	S
0.00958916	47	S
0.00966031	46	S
0.0099104	45	S
0.00996444	44	S
0.0100855	43	S
0.0101098	42	S
0.0105938	41	S
0.0108261	40	S
0.0108421	39	S
0.0111866	38	S
0.0113407	37	S
0.0117256	36	S
0.0121181	35	S
0.0123318	34	S
0.0131869	33	S
0.0132516	32	S
0.0146225	31	S
0.0155737	30	S
0.0162691	29	S
0.0199908	28	S
0.021674	27	S
0.0226781	26	S
0.02371	25	S
0.0239455	24	S
0.0302023	23	S
0.0328766	22	S
0.0362888	21	S
0.0399675	20	S
0.0422058	19	S
0.0434663	18	S
0.0457939	17	S
0.049769	16	S
0.0539119	15	S
0.0625958	14	S
0.0836571	13	S
0.0987071	12	S
0.115709	11	S
0.147074	10	S
0.147793	9	S
0.148464	8	S
0.152782	7	S
0.171885	6	S
0.202235	5	S
0.212128	4	S
0.246662	5	S
0.247468	6	S
0.250253	5	S
0.297675	4	S
0.298162	3	S
0.318029	4	S
0.327737	3	S
0.386174	4	S
0.40745	4	S
0.417411	5	S
0.46812	6	S
0.487448	5	S
0.535976	6	S
0.571609	7	S
0.58186	6	S
0.623804	5	S
0.644543	4	S
0.656522	3	S
0.659008	2	S
0.666703	1	S
0.689308	2	S
0.758826	1	S
0.792741	0	S
0.793261	1	S
0.869972	2	S
0.875967	3	S
0.906898	4	S
1.11313	3	S
1.12563	4	S
1.14789	5	S
1.15679	4	S
1.22812	5	S
1.25689	6	S
1.26106	5	S
1.27859	4	S
1.28285	3	S
1.3949	2	S
1.51437	3	S
1.52708	4	S
1.64813	5	S
1.66471	4	S
1.67096	3	S
1.69539	4	S
1.7047	5	S
1.70733	6	S
1.7329	5	S
1.74271	4	S
1.77053	3	S
1.77907	2	S
1.81956	3	S
1.84026	2	S
1.88475	3	S
1.92959	4	S
1.9375	3	S
