0.0	3.7	eco05
20.0	8.5	eco05
40.0	15.7	eco05
60.0	18.4	eco05
80.0	19.8	eco05
100.0	21.2	eco05
120.0	21.1	eco05
140.0	21.0	eco05
160.0	20.7	eco05
180.0	20.6	eco05
200.0	20.3	eco05
220.0	20.2	eco05
240.0	19.8	eco05
260.0	19.6	eco05
280.0	19.1	eco05
300.0	19.0	eco05
320.0	18.4	eco05
340.0	18.2	eco05
360.0	18.2	eco05
380.0	18.1	eco05
400.0	17.7	eco05
420.0	17.5	eco05
440.0	16.4	eco05
460.0	16.1	eco05
480.0	15.7	eco05
500.0	15.7	eco05
520.0	15.8	eco05
540.0	15.7	eco05
560.0	15.2	eco05
580.0	15.1	eco05
600.0	14.9	eco05
