0.0	1.3	eco5
10.0	2.7	eco5
20.0	5.1	eco5
30.0	6.6	eco5
40.0	8.7	eco5
50.0	10.5	eco5
60.0	12.0	eco5
70.0	13.1	eco5
80.0	14.3	eco5
90.0	15.3	eco5
100.0	15.8	eco5
110.0	17.2	eco5
120.0	17.7	eco5
130.0	18.8	eco5
140.0	19.1	eco5
150.0	19.5	eco5
160.0	20.2	eco5
170.0	20.6	eco5
180.0	21.4	eco5
190.0	22.2	eco5
200.0	22.3	eco5
210.0	22.5	eco5
220.0	22.6	eco5
230.0	23.1	eco5
240.0	23.5	eco5
250.0	23.9	eco5
260.0	24.1	eco5
270.0	24.2	eco5
280.0	24.8	eco5
290.0	24.9	eco5
300.0	25.3	eco5
310.0	25.9	eco5
320.0	26.3	eco5
330.0	26.5	eco5
340.0	26.6	eco5
350.0	27.0	eco5
360.0	27.3	eco5
370.0	27.5	eco5
380.0	27.6	eco5
390.0	27.7	eco5
400.0	28.1	eco5
410.0	28.5	eco5
420.0	28.8	eco5
430.0	29.1	eco5
440.0	29.5	eco5
450.0	29.9	eco5
460.0	30.5	eco5
470.0	30.8	eco5
480.0	31.3	eco5
490.0	31.4	eco5
500.0	31.5	eco5
510.0	31.8	eco5
520.0	32.6	eco5
530.0	32.7	eco5
540.0	32.9	eco5
550.0	33.6	eco5
560.0	33.9	eco5
570.0	34.3	eco5
580.0	34.4	eco5
590.0	34.6	eco5
600.0	34.8	eco5
