0.0	3.7	eco05
10.0	4.0	eco05
20.0	7.7	eco05
30.0	11.6	eco05
40.0	14.0	eco05
50.0	16.3	eco05
60.0	17.2	eco05
70.0	17.3	eco05
80.0	18.5	eco05
90.0	18.7	eco05
100.0	19.2	eco05
110.0	19.5	eco05
120.0	20.0	eco05
130.0	19.6	eco05
140.0	19.6	eco05
150.0	19.9	eco05
160.0	19.8	eco05
170.0	19.7	eco05
180.0	19.2	eco05
190.0	19.3	eco05
200.0	19.4	eco05
210.0	19.3	eco05
220.0	19.6	eco05
230.0	19.4	eco05
240.0	19.3	eco05
250.0	19.2	eco05
260.0	19.4	eco05
270.0	19.0	eco05
280.0	18.5	eco05
290.0	18.3	eco05
300.0	18.1	eco05
310.0	17.6	eco05
320.0	17.1	eco05
330.0	16.9	eco05
340.0	16.5	eco05
350.0	16.1	eco05
360.0	16.3	eco05
370.0	15.9	eco05
380.0	15.6	eco05
390.0	15.2	eco05
400.0	15.1	eco05
410.0	15.1	eco05
420.0	15.0	eco05
430.0	14.5	eco05
440.0	14.2	eco05
450.0	14.3	eco05
460.0	14.2	eco05
470.0	14.0	eco05
480.0	13.8	eco05
490.0	13.6	eco05
500.0	13.5	eco05
510.0	13.2	eco05
520.0	13.6	eco05
530.0	13.2	eco05
540.0	12.7	eco05
550.0	12.5	eco05
560.0	12.2	eco05
570.0	11.7	eco05
580.0	11.3	eco05
590.0	11.0	eco05
600.0	10.9	eco05
