0.0	66.3	sam50
1.0	66.4	sam50
2.0	66.6	sam50
3.0	66.3	sam50
4.0	66.8	sam50
5.0	67.3	sam50
6.0	67.4	sam50
7.0	67.3	sam50
8.0	67.1	sam50
9.0	67.1	sam50
10.0	66.9	sam50
11.0	66.7	sam50
12.0	67.0	sam50
13.0	66.7	sam50
14.0	66.4	sam50
15.0	66.7	sam50
16.0	66.7	sam50
17.0	66.3	sam50
18.0	66.0	sam50
19.0	65.7	sam50
20.0	65.3	sam50
21.0	65.0	sam50
22.0	65.2	sam50
23.0	65.2	sam50
24.0	65.3	sam50
25.0	65.4	sam50
26.0	65.5	sam50
27.0	65.8	sam50
28.0	66.0	sam50
29.0	66.1	sam50
30.0	65.9	sam50
31.0	65.8	sam50
32.0	65.9	sam50
33.0	66.2	sam50
34.0	66.1	sam50
35.0	65.9	sam50
36.0	65.8	sam50
37.0	65.9	sam50
38.0	65.7	sam50
39.0	65.5	sam50
40.0	65.5	sam50
41.0	65.3	sam50
42.0	65.3	sam50
43.0	65.0	sam50
44.0	64.7	sam50
45.0	64.3	sam50
46.0	64.1	sam50
47.0	63.9	sam50
48.0	63.9	sam50
49.0	64.2	sam50
50.0	64.3	sam50
51.0	64.1	sam50
52.0	64.1	sam50
53.0	63.9	sam50
54.0	63.8	sam50
55.0	63.9	sam50
56.0	64.2	sam50
57.0	63.9	sam50
58.0	63.8	sam50
59.0	63.5	sam50
60.0	63.3	sam50
61.0	63.3	sam50
62.0	63.2	sam50
63.0	62.5	sam50
64.0	62.6	sam50
65.0	62.5	sam50
66.0	62.4	sam50
67.0	62.3	sam50
68.0	62.6	sam50
69.0	62.4	sam50
70.0	62.3	sam50
71.0	61.5	sam50
72.0	61.4	sam50
73.0	61.2	sam50
74.0	61.0	sam50
75.0	60.8	sam50
76.0	60.4	sam50
78.0	60.4	sam50
79.0	59.9	sam50
80.0	59.9	sam50
81.0	59.6	sam50
82.0	59.5	sam50
83.0	59.6	sam50
84.0	59.4	sam50
85.0	58.9	sam50
86.0	59.4	sam50
87.0	59.0	sam50
88.0	58.9	sam50
89.0	58.7	sam50
90.0	58.2	sam50
91.0	57.6	sam50
92.0	57.2	sam50
93.0	57.2	sam50
94.0	57.0	sam50
95.0	56.6	sam50
96.0	56.5	sam50
97.0	56.3	sam50
98.0	55.6	sam50
99.0	55.1	sam50
100.0	54.7	sam50
101.0	54.8	sam50
102.0	54.3	sam50
103.0	53.4	sam50
104.0	53.0	sam50
105.0	52.7	sam50
106.0	51.8	sam50
107.0	50.6	sam50
108.0	49.4	sam50
109.0	48.2	sam50
110.0	47.1	sam50
111.0	46.3	sam50
112.0	46.5	sam50
113.0	47.0	sam50
114.0	47.3	sam50
115.0	47.5	sam50
116.0	47.6	sam50
117.0	47.8	sam50
118.0	47.9	sam50
119.0	48.0	sam50
120.0	48.1	sam50
121.0	48.3	sam50
122.0	48.6	sam50
123.0	48.9	sam50
124.0	49.1	sam50
125.0	49.5	sam50
126.0	49.6	sam50
127.0	49.8	sam50
128.0	49.9	sam50
129.0	50.0	sam50
130.0	50.2	sam50
131.0	50.3	sam50
132.0	50.4	sam50
133.0	50.5	sam50
134.0	50.5	sam50
135.0	50.6	sam50
136.0	50.7	sam50
137.0	50.7	sam50
138.0	51.0	sam50
139.0	51.0	sam50
140.0	51.1	sam50
141.0	51.2	sam50
142.0	51.3	sam50
143.0	51.6	sam50
144.0	51.7	sam50
145.0	51.8	sam50
146.0	52.1	sam50
147.0	52.3	sam50
148.0	52.6	sam50
149.0	52.6	sam50
150.0	52.7	sam50
151.0	52.7	sam50
152.0	52.8	sam50
153.0	52.9	sam50
154.0	53.0	sam50
155.0	53.1	sam50
156.0	53.2	sam50
157.0	53.3	sam50
158.0	53.3	sam50
159.0	53.5	sam50
160.0	53.7	sam50
161.0	53.8	sam50
162.0	54.2	sam50
163.0	54.4	sam50
164.0	54.6	sam50
165.0	54.7	sam50
168.0	54.7	sam50
169.0	55.0	sam50
170.0	55.1	sam50
171.0	55.1	sam50
172.0	55.2	sam50
175.0	55.2	sam50
176.0	55.5	sam50
177.0	55.7	sam50
178.0	55.9	sam50
179.0	56.0	sam50
180.0	56.1	sam50
181.0	56.2	sam50
182.0	56.4	sam50
183.0	56.4	sam50
184.0	56.6	sam50
187.0	56.6	sam50
188.0	56.7	sam50
191.0	56.7	sam50
192.0	56.8	sam50
194.0	56.8	sam50
195.0	56.9	sam50
196.0	57.0	sam50
197.0	57.1	sam50
198.0	57.1	sam50
199.0	57.2	sam50
209.0	57.2	sam50
210.0	57.3	sam50
212.0	57.3	sam50
213.0	57.4	sam50
214.0	57.4	sam50
215.0	57.6	sam50
216.0	57.7	sam50
217.0	57.8	sam50
219.0	57.8	sam50
220.0	57.9	sam50
221.0	58.0	sam50
228.0	58.0	sam50
229.0	58.2	sam50
15445.0	58.2	sam50
